"NC1",8775809,"Saint-Germain-en-Laye",1
"NTN",8775810,"Nation",1
"VNC",8775811,"Vincennes",1
"FSB",8775812,"Fontenay-sous-Bois",1
"NGM",8775813,"Nogent-sur-Marne",1
"JVR",8775814,"Joinville-le-Pont",1
"XMC",8775815,"Saint-Maur-Créteil",1
"PXO",8775816,"Le Parc de Saint-Maur",1
"CGJ",8775817,"Champigny",1
"LVZ",8775818,"La Varenne Chennevières",1
"ZUB",8775819,"Sucy Bonneuil",1
"BXR",8775820,"Boissy Saint-Léger",1
"VFR",8775830,"Val de Fontenay RER A",1
"NYP",8775831,"Neuilly Plaisance",1
"BQA",8775832,"Bry sur Marne",1
"NYG",8775833,"Noisy le Grand Mont d'Est",1
"NYC",8775834,"Noisy Champs",1
"NSL",8775835,"Noisiel",1
"LQN",8775836,"Lognes",1
"TOC",8775837,"Torcy",1
"GYN",8775858,"Paris Gare de Lyon",1
"AUU",8775859,"Auber",1
"CLX",8775860,"Châtelet les Halles",1
"LXJ",8775861,"Luxembourg",1
"PWR",8775862,"Port Royal",1
"DFR",8775863,"Denfert Rochereau",1
"CUF",8775864,"Cité Universitaire",1
"GTL",8775865,"Gentilly",1
"LJA",8775866,"Laplace",1
"ARK",8775867,"Arcueil Cachan",1
"BGK",8775868,"Bagneux",1
"BQQ",8775869,"Bourg la Reine",1
"SKX",8775870,"Sceaux",1
"FNR",8775871,"Fontenay aux Roses",1
"RNS",8775872,"Robinson",1
"PCX",8775873,"Parc de Sceaux",1
"XBY",8775874,"La Croix de Berny",1
"ATW",8775875,"Antony",1
"FMN",8775876,"Fontaine Michalon",1
"BQC",8775877,"Les Baconnets",1
"MVP",8775878,"Massy Verrières RER B",1
"MP",8775879,"Massy Palaiseau RER B",1
"PAX",8775880,"Palaiseau",1
"PAW",8775881,"Palaiseau Villebon",1
"LZV",8775882,"Lozère",1
"GUW",8775883,"Le Guichet",1
"ORS",8775884,"Orsay Ville",1
"BVJ",8775885,"Bures sur Yvette",1
"HAQ",8775886,"La Hacquinière",1
"GIF",8775887,"Gif sur Yvette",1
"CVW",8775888,"Courcelles sur Yvette",1
"SNM",8775889,"Saint-Rémy lès Chevreuse",1
"XND",8778543,"Saint-Michel Notre Dame RER B",1
