Transporteur Nom,PA ID,UIC8,UIC7,PR ID,ZDE ID,ZDE Libelle,ZDE Type,ZDE Mode,__ZDEp_ID,ZDEp Nom,ZDEp Mode,__ZDEr_ID,ZDEr Nom,ZDEr Mode,__ZDLr_ID,ZDLr Nom,__LDA_ID,ZDE_ASSOCIEE
RATP,697,,,,3901291,Front Populaire,N.D.,METRO,50026605,Front Populaire,METRO,463082,Front Populaire,metro,58497,Front Populaire,74041,N.D.
RATP,697,,,,3901292,Front Populaire,N.D.,METRO,50025927,Front Populaire,METRO,24679,Front Populaire,metro,58497,Front Populaire,74041,N.D.
RATP,698,,,,1947,Gabriel-Péri,N.D.,METRO,50025775,Gabriel-Péri,METRO,22234,Gabriel-Péri,metro,43042,Gabriel Péri,72203,N.D.
RATP,698,,,,2202,Gabriel-Péri,N.D.,METRO,50026787,Gabriel-Péri,METRO,462953,Gabriel-Péri,metro,43042,Gabriel Péri,72203,N.D.
RATP,699,,,,1948,Gaîté,N.D.,METRO,50088154,Gaîté,METRO,22230,Gaîté,metro,43046,Gaîté,73675,N.D.
RATP,699,,,,2203,Gaîté,N.D.,METRO,50088152,Gaîté,METRO,463184,Gaîté,metro,43046,Gaîté,73675,N.D.
RATP,700,,,,1949,Gallieni (Parc de Bagnolet),N.D.,METRO,50026283,Gallieni (Parc de Bagnolet),METRO,463174,Gallieni (Parc de Bagnolet),metro,47890,Gallieni,71817,N.D.
RATP,700,,,,2204,Gallieni (Parc de Bagnolet),N.D.,METRO,50026809,Gallieni (Parc de Bagnolet),METRO,22037,Gallieni (Parc de Bagnolet),metro,47890,Gallieni,71817,N.D.
RATP,701,,,,1659,Gambetta,N.D.,METRO,50025795,GAMBETTA,METRO,462997,Gambetta,metro,43055,Gambetta,71808,N.D.
RATP,701,,,,1950,Gambetta,N.D.,METRO,50026100,GAMBETTA,METRO,462991,Gambetta,metro,43055,Gambetta,71808,N.D.
RATP,701,,,,2205,Gambetta,N.D.,METRO,50026971,GAMBETTA,METRO,21950,Gambetta,metro,43055,Gambetta,71808,N.D.
