Transporteur Nom,PA ID,UIC8,UIC7,PR ID,ZDE ID,ZDE Libelle,ZDE Type,ZDE Mode,__ZDEp_ID,ZDEp Nom,ZDEp Mode,__ZDEr_ID,ZDEr Nom,ZDEr Mode,__ZDLr_ID,ZDLr Nom,__LDA_ID,ZDE_ASSOCIEE
SNCF,622,87714089,8771408,PR/0087-714089-HR,5010,Orgeval Novotel Pont A13,BUS,BUS,50118300,Orgeval Novotel Pont A13,BUS,470976,Orgeval Novotel Pont A13,bus,46772,Novotel (Pont A13),415628,
RATP,493,87754986,8775498,PR/0087-754986-00,91,Bussy-Saint-Georges,N.D.,TRAIN,50159000,Bussy-Saint-Georges,RAIL,473960,Bussy-Saint-Georges,rail,58874,Bussy-Saint-Georges,68105,N.D.
SNCF,149,87001479,8700147,PR/0087-001479-BV,1108,11,VOIE,TRAIN,50118384,Aéroport Charles de Gaulle 2 (Terminal 2),RAIL,470932,Aéroport Charles de Gaulle 2 (Terminal 2),rail,473364,Aéroport Charles de Gaulle 2 (Terminal 2),73699,1107
SNCF,149,87001479,8700147,PR/0087-001479-BV,1104,12,VOIE,TRAIN,50118879,Aéroport Charles de Gaulle 2 (Terminal 2),RAIL,472284,Aéroport Charles de Gaulle 2 (Terminal 2),rail,473364,Aéroport Charles de Gaulle 2 (Terminal 2),73699,1107
SNCF,149,87001479,8700147,PR/0087-001479-BV,1113,AEROPORT CHARLES DE GAULLE 2 TGV,BUS,BUS,50117908,Aéroport Charles de Gaulle 2 (Terminal 2),BUS,471437,Aéroport Charles de Gaulle 2 (Terminal 2),bus,44928,Aéroport CDG - Terminal 2EF,73845,
SNCF,149,87001479,8700147,PR/0087-001479-BV,4966,AEROPORT CHARLES DE GAULLE 2 TGV,BUS,BUS,50117495,Aéroport Charles de Gaulle 2 (Terminal 2),BUS,471844,Aéroport Charles de Gaulle 2 (Terminal 2),bus,44928,Aéroport CDG - Terminal 2EF,73845,
SNCF,393,87111278,8711127,PR/0087-111278-00,2776,1,VOIE,TRAIN,50117760,Porte de Clichy,RAIL,471557,Porte de Clichy,rail,44514,Porte de Clichy,71545,2778
SNCF,393,87111278,8711127,PR/0087-111278-00,2777,2,VOIE,TRAIN,50118410,Porte de Clichy,RAIL,470826,Porte de Clichy,rail,44514,Porte de Clichy,71545,2773
SNCF,393,87111278,8711127,PR/0087-111278-00,2774,PORTE DE CLICHY,BUS,BUS,50118070,Porte de Clichy,BUS,30009,Porte de Clichy,bus,473455,Porte de Clichy,71545,
SNCF,393,87111278,8711127,PR/0087-111278-00,2775,PORTE DE CLICHY,BUS,BUS,50118610,Porte de Clichy,BUS,470628,Porte de Clichy,bus,473455,Porte de Clichy,71545,
SNCF,464,87111849,8711184,PR/0087-111849-BV,3033,3,VOIE,TRAIN,50116555,Marne-la-Vallée Chessy,RAIL,472552,Marne-La-Vallée Chessy,rail,43239,Marne-la-Vallée Chessy,68385,3035
SNCF,464,87111849,8711184,PR/0087-111849-BV,3031,4,VOIE,TRAIN,50116554,Marne-la-Vallée Chessy,RAIL,472550,Marne-La-Vallée Chessy,rail,43239,Marne-la-Vallée Chessy,68385,3036
SNCF,464,87111849,8711184,PR/0087-111849-BV,3030,5,VOIE,TRAIN,50118482,Marne-la-Vallée Chessy,RAIL,470780,Marne-La-Vallée Chessy,rail,43239,Marne-la-Vallée Chessy,68385,3036
SNCF,16,87113001,8711300,PR/0087-113001-00,110,10,VOIE,TRAIN,50117499,Paris Est,RAIL,471856,Paris Est,rail,470519,Gare de l'Est,71359,90
SNCF,16,87113001,8711300,PR/0087-113001-00,112,11,VOIE,TRAIN,50118459,Paris Est,RAIL,470879,Paris Est,rail,470519,Gare de l'Est,71359,126
SNCF,16,87113001,8711300,PR/0087-113001-00,113,12,VOIE,TRAIN,50117114,Paris Est,RAIL,472095,Paris Est,rail,470519,Gare de l'Est,71359,126
SNCF,16,87113001,8711300,PR/0087-113001-00,130,13,VOIE,TRAIN,50118724,Paris Est,RAIL,472502,Paris Est,rail,470519,Gare de l'Est,71359,127
SNCF,16,87113001,8711300,PR/0087-113001-00,118,14,VOIE,TRAIN,50118444,Paris Est,RAIL,470866,Paris Est,rail,470519,Gare de l'Est,71359,127
SNCF,16,87113001,8711300,PR/0087-113001-00,106,15,VOIE,TRAIN,50116241,Paris Est,RAIL,472949,Paris Est,rail,470519,Gare de l'Est,71359,128
SNCF,16,87113001,8711300,PR/0087-113001-00,120,16,VOIE,TRAIN,50118010,Paris Est,RAIL,471326,Paris Est,rail,470519,Gare de l'Est,71359,128
SNCF,16,87113001,8711300,PR/0087-113001-00,121,17,VOIE,TRAIN,50117512,Paris Est,RAIL,471696,Paris Est,rail,470519,Gare de l'Est,71359,129
SNCF,16,87113001,8711300,PR/0087-113001-00,122,18,VOIE,TRAIN,50118201,Paris Est,RAIL,471134,Paris Est,rail,470519,Gare de l'Est,71359,129
SNCF,16,87113001,8711300,PR/0087-113001-00,123,19,VOIE,TRAIN,50118089,Paris Est,RAIL,471211,Paris Est,rail,470519,Gare de l'Est,71359,94
SNCF,16,87113001,8711300,PR/0087-113001-00,125,2,VOIE,TRAIN,50117762,Paris Est,RAIL,471559,Paris Est,rail,470519,Gare de l'Est,71359,92
SNCF,16,87113001,8711300,PR/0087-113001-00,124,20,VOIE,TRAIN,50116534,Paris Est,RAIL,472692,Paris Est,rail,470519,Gare de l'Est,71359,94
SNCF,16,87113001,8711300,PR/0087-113001-00,91,21,VOIE,TRAIN,50116297,Paris Est,RAIL,472869,Paris Est,rail,470519,Gare de l'Est,71359,117
SNCF,16,87113001,8711300,PR/0087-113001-00,105,22,VOIE,TRAIN,50118552,Paris Est,RAIL,470704,Paris Est,rail,470519,Gare de l'Est,71359,117
SNCF,16,87113001,8711300,PR/0087-113001-00,93,23,VOIE,TRAIN,50116545,Paris Est,RAIL,472541,Paris Est,rail,470519,Gare de l'Est,71359,83
SNCF,16,87113001,8711300,PR/0087-113001-00,81,24,VOIE,TRAIN,50118373,Paris Est,RAIL,470947,Paris Est,rail,470519,Gare de l'Est,71359,83
SNCF,16,87113001,8711300,PR/0087-113001-00,95,25,VOIE,TRAIN,50118731,Paris Est,RAIL,472523,Paris Est,rail,470519,Gare de l'Est,71359,84
SNCF,16,87113001,8711300,PR/0087-113001-00,96,26,VOIE,TRAIN,50117041,Paris Est,RAIL,472048,Paris Est,rail,470519,Gare de l'Est,71359,84
SNCF,16,87113001,8711300,PR/0087-113001-00,97,27,VOIE,TRAIN,50116466,Paris Est,RAIL,472338,Paris Est,rail,470519,Gare de l'Est,71359,85
SNCF,16,87113001,8711300,PR/0087-113001-00,98,28,VOIE,TRAIN,50118679,Paris Est,RAIL,472655,Paris Est,rail,470519,Gare de l'Est,71359,85
SNCF,16,87113001,8711300,PR/0087-113001-00,108,29,VOIE,TRAIN,50116519,Paris Est,RAIL,472723,Paris Est,rail,470519,Gare de l'Est,71359,86
SNCF,16,87113001,8711300,PR/0087-113001-00,100,3,VOIE,TRAIN,50118729,Paris Est,RAIL,472527,Paris Est,rail,470519,Gare de l'Est,71359,87
SNCF,16,87113001,8711300,PR/0087-113001-00,99,30,VOIE,TRAIN,50117801,Paris Est,RAIL,471533,Paris Est,rail,470519,Gare de l'Est,71359,86
SNCF,16,87113001,8711300,PR/0087-113001-00,101,4,VOIE,TRAIN,50118582,Paris Est,RAIL,470740,Paris Est,rail,470519,Gare de l'Est,71359,87
SNCF,16,87113001,8711300,PR/0087-113001-00,103,5,VOIE,TRAIN,50118579,Paris Est,RAIL,470734,Paris Est,rail,470519,Gare de l'Est,71359,88
SNCF,16,87113001,8711300,PR/0087-113001-00,104,6,VOIE,TRAIN,50117722,Paris Est,RAIL,471607,Paris Est,rail,470519,Gare de l'Est,71359,88
SNCF,16,87113001,8711300,PR/0087-113001-00,82,7,VOIE,TRAIN,50117994,Paris Est,RAIL,471309,Paris Est,rail,470519,Gare de l'Est,71359,89
SNCF,16,87113001,8711300,PR/0087-113001-00,107,8,VOIE,TRAIN,50117732,Paris Est,RAIL,471604,Paris Est,rail,470519,Gare de l'Est,71359,89
SNCF,16,87113001,8711300,PR/0087-113001-00,111,9,VOIE,TRAIN,50118413,Paris Est,RAIL,470833,Paris Est,rail,470519,Gare de l'Est,71359,90
SNCF,16,87113001,8711300,PR/0087-113001-00,115,PARIS EST,BUS,BUS,50116686,Paris Est,BUS,39917,Gare de l'est,bus,473807,Gare de l'Est (Boulevard de Strasbourg),71359,
SNCF,16,87113001,8711300,PR/0087-113001-00,116,PARIS EST,BUS,BUS,50116964,Paris Est,BUS,472143,Paris Est,bus,45187,Verdun,480614,
SNCF,16,87113001,8711300,PR/0087-113001-00,114,PARIS EST (D NORD),BUS,BUS,50117617,Paris Est,BUS,471814,Paris Est,bus,470536,Magenta - Gare de l'Est,71359,
SNCF,178,87113209,8711320,PR/0087-113209-BV,1305,A,VOIE,TRAIN,50118174,Pantin,RAIL,471103,Pantin,rail,43176,Pantin,72421,1312
SNCF,178,87113209,8711320,PR/0087-113209-BV,1310,B,VOIE,TRAIN,50118924,Pantin,RAIL,472972,Pantin,rail,43176,Pantin,72421,1312
SNCF,178,87113209,8711320,PR/0087-113209-BV,1304,C,VOIE,TRAIN,50118423,Pantin,RAIL,470857,Pantin,rail,43176,Pantin,72421,1303
SNCF,178,87113209,8711320,PR/0087-113209-BV,1302,D,VOIE,TRAIN,50116298,Pantin,RAIL,472870,Pantin,rail,43176,Pantin,72421,1303
SNCF,178,87113209,8711320,PR/0087-113209-BV,1307,E,VOIE,TRAIN,50117881,Pantin,RAIL,471454,Pantin,rail,43176,Pantin,72421,1306
SNCF,178,87113209,8711320,PR/0087-113209-BV,1308,F,VOIE,TRAIN,50117777,Pantin,RAIL,471540,Pantin,rail,43176,Pantin,72421,1306
SNCF,178,87113209,8711320,PR/0087-113209-BV,1309,PANTIN,BUS,BUS,50117008,Pantin,BUS,37454,Pantin RER - Mairie,bus,473350,Pantin RER - Mairie (av. Edouard Vaillant),72421,
SNCF,178,87113209,8711320,PR/0087-113209-BV,6029,PANTIN,BUS,BUS,50117313,Pantin,BUS,477148,Pantin,bus,473350,Pantin RER - Mairie (av. Edouard Vaillant),72421,
SNCF,180,87113217,8711321,PR/0087-113217-BV,1327,A,VOIE,TRAIN,50118307,Noisy-le-Sec,RAIL,471015,Noisy-le-Sec,rail,44201,Noisy-le-Sec,72041,1322
SNCF,180,87113217,8711321,PR/0087-113217-BV,1328,B,VOIE,TRAIN,50116472,Noisy-le-Sec,RAIL,472317,Noisy-le-Sec,rail,44201,Noisy-le-Sec,72041,1322
SNCF,180,87113217,8711321,PR/0087-113217-BV,1326,C,VOIE,TRAIN,50118775,Noisy-le-Sec,RAIL,472591,Noisy-le-Sec,rail,44201,Noisy-le-Sec,72041,1319
SNCF,180,87113217,8711321,PR/0087-113217-BV,1325,D,VOIE,TRAIN,50117553,Noisy-le-Sec,RAIL,471749,Noisy-le-Sec,rail,44201,Noisy-le-Sec,72041,1319
SNCF,180,87113217,8711321,PR/0087-113217-BV,1320,E,VOIE,TRAIN,50116167,Noisy-le-Sec,RAIL,472746,Noisy-le-Sec,rail,44201,Noisy-le-Sec,72041,1321
SNCF,180,87113217,8711321,PR/0087-113217-BV,1331,F,VOIE,TRAIN,50116110,Noisy-le-Sec,RAIL,472805,Noisy-le-Sec,rail,44201,Noisy-le-Sec,72041,1321
SNCF,180,87113217,8711321,PR/0087-113217-BV,1323,G,VOIE,TRAIN,50116165,Noisy-le-Sec,RAIL,472744,Noisy-le-Sec,rail,44201,Noisy-le-Sec,72041,1330
SNCF,180,87113217,8711321,PR/0087-113217-BV,1324,H,VOIE,TRAIN,50118678,Noisy-le-Sec,RAIL,472656,Noisy-le-Sec,rail,44201,Noisy-le-Sec,72041,1330
SNCF,180,87113217,8711321,PR/0087-113217-BV,1329,NOISY LE SEC,BUS,BUS,50116340,Noisy-le-Sec,BUS,472905,Noisy-le-Sec,bus,473891,Noisy-le-Sec,72041,
SNCF,99,87113407,8711340,PR/0087-113407-BV,6056,1TT,VOIE,TRAM-TRAIN,50117424,Bondy,TRAM,479491,Bondy,tram,473143,Bondy,72037,746
SNCF,99,87113407,8711340,PR/0087-113407-BV,4942,2TT,VOIE,TRAM-TRAIN,50117184,Bondy,TRAM,471982,Bondy,tram,473143,Bondy,72037,4941
SNCF,99,87113407,8711340,PR/0087-113407-BV,745,A,VOIE,TRAIN,50118668,Bondy,RAIL,472644,Bondy,rail,43096,Bondy,72037,746
SNCF,99,87113407,8711340,PR/0087-113407-BV,743,B,VOIE,TRAIN,50025239,Bondy,RAIL,473020,Bondy,rail,43096,Bondy,72037,746
SNCF,99,87113407,8711340,PR/0087-113407-BV,738,BONDY,BUS,BUS,50118936,Bondy,BUS,27825,Varsovie,bus,473144,Varsovie,72037,
SNCF,99,87113407,8711340,PR/0087-113407-BV,739,BONDY,BUS,BUS,50118352,Bondy,BUS,36266,Varsovie,bus,473144,Varsovie,72037,
SNCF,99,87113407,8711340,PR/0087-113407-BV,747,C,VOIE,TRAIN,50117261,Bondy,RAIL,471881,Bondy,rail,43096,Bondy,72037,741
SNCF,99,87113407,8711340,PR/0087-113407-BV,742,D,VOIE,TRAIN,50116967,Bondy,RAIL,472144,Bondy,rail,43096,Bondy,72037,741
SNCF,99,87113407,8711340,PR/0087-113407-BV,748,E,VOIE,TRAIN,50118281,Bondy,RAIL,470990,Bondy,rail,43096,Bondy,72037,740
SNCF,99,87113407,8711340,PR/0087-113407-BV,744,F,VOIE,TRAIN,50116319,Bondy,RAIL,472881,Bondy,rail,43096,Bondy,72037,740
SNCF,287,87113472,8711347,PR/0087-113472-00,2109,A,VOIE,TRAIN,50117189,Le Raincy - Villemomble - Montfermeil,RAIL,471977,Le Raincy - Villemomble - Montfermeil,rail,47901,Le Raincy - Villemomble - Montfermeil,73297,2112
SNCF,287,87113472,8711347,PR/0087-113472-00,2114,B,VOIE,TRAIN,50116105,Le Raincy - Villemomble - Montfermeil,RAIL,472799,Le Raincy - Villemomble - Montfermeil,rail,47901,Le Raincy - Villemomble - Montfermeil,73297,2112
SNCF,287,87113472,8711347,PR/0087-113472-00,2108,C,VOIE,TRAIN,50117270,Le Raincy - Villemomble - Montfermeil,RAIL,471874,Le Raincy - Villemomble - Montfermeil,rail,47901,Le Raincy - Villemomble - Montfermeil,73297,2113
SNCF,287,87113472,8711347,PR/0087-113472-00,2110,D,VOIE,TRAIN,50116643,Le Raincy - Villemomble - Montfermeil,RAIL,472187,Le Raincy - Villemomble - Montfermeil,rail,47901,Le Raincy - Villemomble - Montfermeil,73297,2113
SNCF,287,87113472,8711347,PR/0087-113472-00,2111,LE RAINCY VILLEMOMBLE MONTFERMEIL,BUS,BUS,50116372,Le Raincy - Villemomble - Montfermeil,BUS,427864,Gare du Raincy Villemomble Montfermeil,bus,473471,Gare du Raincy Villemomble Montfermeil,73297,
SNCF,209,87113514,8711351,PR/0087-113514-BV,1612,A,VOIE,TRAIN,50117642,Gagny,RAIL,471685,Gagny,rail,43044,Gagny,73278,1616
SNCF,209,87113514,8711351,PR/0087-113514-BV,1613,B,VOIE,TRAIN,50118628,Gagny,RAIL,470639,Gagny,rail,43044,Gagny,73278,1616
SNCF,209,87113514,8711351,PR/0087-113514-BV,1615,C,VOIE,TRAIN,50117740,Gagny,RAIL,471596,Gagny,rail,43044,Gagny,73278,1610
SNCF,209,87113514,8711351,PR/0087-113514-BV,1614,D,VOIE,TRAIN,50118389,Gagny,RAIL,470927,Gagny,rail,43044,Gagny,73278,1610
SNCF,209,87113514,8711351,PR/0087-113514-BV,1611,GAGNY,BUS,BUS,50116688,Gagny,BUS,19323,Gare de Gagny,bus,473287,Gare de Gagny (r. Clémenceau),73278,
SNCF,381,87113522,8711352,PR/0087-113522-00,2710,A,VOIE,TRAIN,50118312,Le Chénay Gagny,RAIL,471024,Le Chénay Gagny,rail,43127,Le Chénay Gagny,73266,2715
SNCF,381,87113522,8711352,PR/0087-113522-00,2709,B,VOIE,TRAIN,50116507,Le Chénay Gagny,RAIL,472631,Le Chénay Gagny,rail,43127,Le Chénay Gagny,73266,2715
SNCF,381,87113522,8711352,PR/0087-113522-00,2711,C,VOIE,TRAIN,50118916,Le Chénay Gagny,RAIL,472956,Le Chénay Gagny,rail,43127,Le Chénay Gagny,73266,2714
SNCF,381,87113522,8711352,PR/0087-113522-00,2712,D,VOIE,TRAIN,50116359,Le Chénay Gagny,RAIL,472429,Le Chénay Gagny,rail,43127,Le Chénay Gagny,73266,2714
SNCF,381,87113522,8711352,PR/0087-113522-00,2713,LE CHENAY GAGNY,BUS,BUS,50116386,Le Chénay Gagny,BUS,26099,La Mare,bus,50904,La Mare,73263,
SNCF,116,87113696,8711369,PR/0087-113696-00,885,A,VOIE,TRAIN,50118467,Rosny Bois Perrier,RAIL,470763,Rosny Bois Perrier,rail,42356,Rosny Bois Perrier,426280,881
SNCF,116,87113696,8711369,PR/0087-113696-00,884,B,VOIE,TRAIN,50118144,Rosny Bois Perrier,RAIL,471124,Rosny Bois Perrier,rail,42356,Rosny Bois Perrier,426280,881
SNCF,116,87113696,8711369,PR/0087-113696-00,882,C,VOIE,TRAIN,50116417,Rosny Bois Perrier,RAIL,472307,Rosny Bois Perrier,rail,42356,Rosny Bois Perrier,426280,880
SNCF,116,87113696,8711369,PR/0087-113696-00,883,D,VOIE,TRAIN,50118704,Rosny Bois Perrier,RAIL,472712,Rosny Bois Perrier,rail,42356,Rosny Bois Perrier,426280,880
SNCF,116,87113696,8711369,PR/0087-113696-00,886,ROSNY BOIS PERRIER,BUS,BUS,50116206,Rosny Bois Perrier,BUS,472769,Rosny Bois Perrier,bus,473487,Gare de Rosny Bois Perrier (Rue Léon Blum),426280,
SNCF,116,87113696,8711369,PR/0087-113696-00,888,ROSNY BOIS PERRIER,BUS,BUS,50117156,Rosny Bois Perrier,BUS,471952,Rosny Bois Perrier,bus,473486,Bois Perrier RER,426280,
SNCF,223,87113704,8711370,PR/0087-113704-00,1709,A,VOIE,TRAIN,50116625,Rosny-sous-Bois,RAIL,472202,Rosny-sous-Bois,rail,47877,Rosny-sous-Bois,71935,1710
SNCF,223,87113704,8711370,PR/0087-113704-00,1714,B,VOIE,TRAIN,50116318,Rosny-sous-Bois,RAIL,472882,Rosny-sous-Bois,rail,47877,Rosny-sous-Bois,71935,1710
SNCF,223,87113704,8711370,PR/0087-113704-00,1715,C,VOIE,TRAIN,50118709,Rosny-sous-Bois,RAIL,472717,Rosny-sous-Bois,rail,47877,Rosny-sous-Bois,71935,1711
SNCF,223,87113704,8711370,PR/0087-113704-00,1716,D,VOIE,TRAIN,50117718,Rosny-sous-Bois,RAIL,471618,Rosny-sous-Bois,rail,47877,Rosny-sous-Bois,71935,1711
SNCF,223,87113704,8711370,PR/0087-113704-00,1717,ROSNY SOUS BOIS,BUS,BUS,50116227,Rosny-sous-Bois,BUS,470765,Rosny-sous-Bois,bus,473466,Rosny-sous-Bois RER,71935,
SNCF,291,87113712,8711371,PR/0087-113712-00,2142,D,VOIE,TRAIN,50118139,Val de Fontenay,RAIL,471194,Val de Fontenay,rail,47900,Val de Fontenay,71718,2144
SNCF,291,87113712,8711371,PR/0087-113712-00,2140,E,VOIE,TRAIN,50118446,Val de Fontenay,RAIL,470867,Val de Fontenay,rail,47900,Val de Fontenay,71718,2144
SNCF,291,87113712,8711371,PR/0087-113712-00,2139,F,VOIE,TRAIN,50117519,Val de Fontenay,RAIL,471698,Val de Fontenay,rail,47900,Val de Fontenay,71718,2143
SNCF,291,87113712,8711371,PR/0087-113712-00,2141,G,VOIE,TRAIN,50117674,Val de Fontenay,RAIL,471654,Val de Fontenay,rail,47900,Val de Fontenay,71718,2143
SNCF,291,87113712,8711371,PR/0087-113712-00,2145,VAL DE FONTENAY,BUS,BUS,50116485,Val de Fontenay,BUS,472486,Gare de Val de Fontenay,bus,473595,Gare de Val-de-Fontenay,71718,
SNCF,291,87113712,8711371,PR/0087-113712-00,2146,VAL DE FONTENAY,BUS,BUS,50118602,Val de Fontenay,BUS,472122,Gare de Val de Fontenay,bus,473595,Gare de Val-de-Fontenay,71718,
SNCF,157,87113746,8711374,PR/0087-113746-BV,1148,A,VOIE,TRAIN,50118805,Nogent - Le Perreux,RAIL,472434,Nogent - Le Perreux,rail,46552,Nogent - Le Perreux,71609,1153
SNCF,157,87113746,8711374,PR/0087-113746-BV,1158,B,VOIE,TRAIN,50118738,Nogent - Le Perreux,RAIL,472537,Nogent - Le Perreux,rail,46552,Nogent - Le Perreux,71609,1153
SNCF,157,87113746,8711374,PR/0087-113746-BV,1157,D,VOIE,TRAIN,50118258,Nogent - Le Perreux,RAIL,471074,Nogent - Le Perreux,rail,46552,Nogent - Le Perreux,71609,1152
SNCF,157,87113746,8711374,PR/0087-113746-BV,1156,E,VOIE,TRAIN,50117237,Nogent - Le Perreux,RAIL,471997,Nogent - Le Perreux,rail,46552,Nogent - Le Perreux,71609,1152
SNCF,157,87113746,8711374,PR/0087-113746-BV,1154,F,VOIE,TRAIN,50118138,Nogent - Le Perreux,RAIL,471195,Nogent - Le Perreux,rail,46552,Nogent - Le Perreux,71609,1149
SNCF,157,87113746,8711374,PR/0087-113746-BV,1155,G,VOIE,TRAIN,50117637,Nogent - Le Perreux,RAIL,471686,Nogent - Le Perreux,rail,46552,Nogent - Le Perreux,71609,1149
SNCF,157,87113746,8711374,PR/0087-113746-BV,1150,NOGENT LE PERREUX,BUS,BUS,50118580,Nogent - Le Perreux,BUS,411234,Nogent-le-Perreux,bus,473124,Gare de Nogent-le-Perreux,71609,
SNCF,328,87113779,8711377,PR/0087-113779-00,2371,A,VOIE,TRAIN,50118666,Les Boullereaux Champigny,RAIL,472632,Les Boullereaux Champigny,rail,58267,Les Boullereaux Champigny,73098,2373
SNCF,328,87113779,8711377,PR/0087-113779-00,2374,B,VOIE,TRAIN,50117478,Les Boullereaux Champigny,RAIL,471827,Les Boullereaux Champigny,rail,58267,Les Boullereaux Champigny,73098,2372
SNCF,328,87113779,8711377,PR/0087-113779-00,2370,LES BOULLEREAUX CHAMPIGNY,BUS,BUS,50118551,Les Boullereaux Champigny,BUS,470697,Les Boullereaux Champigny,bus,473493,Les Boullereaux - Champigny,73098,
SNCF,377,87113795,8711379,PR/0087-113795-BV,2678,A,VOIE,TRAIN,50117877,Villiers-sur-Marne - Le Plessis-Trévise,RAIL,471450,Villiers-sur-Marne - Le Plessis-Trévise,rail,43223,Villiers-sur-Marne - Le Plessis-Trévise,73097,2682
SNCF,377,87113795,8711379,PR/0087-113795-BV,2679,B,VOIE,TRAIN,50118917,Villiers-sur-Marne - Le Plessis-Trévise,RAIL,472958,Villiers-sur-Marne - Le Plessis-Trévise,rail,43223,Villiers-sur-Marne - Le Plessis-Trévise,73097,2682
SNCF,377,87113795,8711379,PR/0087-113795-BV,2684,C,VOIE,TRAIN,50118786,Villiers-sur-Marne - Le Plessis-Trévise,RAIL,472393,Villiers-sur-Marne - Le Plessis-Trévise,rail,43223,Villiers-sur-Marne - Le Plessis-Trévise,73097,2680
SNCF,377,87113795,8711379,PR/0087-113795-BV,2683,VILLIERS SUR MARNE LE PLESSIS TREVISE,BUS,BUS,50118168,Villiers-sur-Marne - Le Plessis-Trévise,BUS,411307,Gare de Villiers-sur-Marne,bus,473566,Gare de Villiers-sur-Marne - Le Plessis-Trévise,73097,
SNCF,15,87113803,8711380,PR/0087-113803-00,76,A,VOIE,TRAIN,50118114,Les Yvris Noisy-le-Grand,RAIL,471169,Les Yvris Noisy-le-Grand,rail,58288,Les Yvris Noisy-le-Grand,73096,78
SNCF,15,87113803,8711380,PR/0087-113803-00,80,B,VOIE,TRAIN,50116361,Les Yvris Noisy-le-Grand,RAIL,472408,Les Yvris Noisy-le-Grand,rail,58288,Les Yvris Noisy-le-Grand,73096,77
SNCF,15,87113803,8711380,PR/0087-113803-00,79,LES YVRIS NOISY LE GRAND,BUS,BUS,50116136,Les Yvris Noisy-le-Grand,BUS,472829,Les Yvris Noisy-le-Grand,bus,473499,Gare des Yvris - Noisy-le-Grand,73096,
SNCF,28,87113845,8711384,PR/0087-113845-00,196,1TT,VOIE,TRAM-TRAIN,50118329,LES COQUETIERS,TRAM,471008,Les Coquetiers,tram,46516,Les Coquetiers,72028,195
SNCF,28,87113845,8711384,PR/0087-113845-00,197,2TT,VOIE,TRAM-TRAIN,50118324,LES COQUETIERS,TRAM,471005,Les Coquetiers,tram,46516,Les Coquetiers,72028,200
SNCF,28,87113845,8711384,PR/0087-113845-00,198,LES COQUETIERS,BUS,BUS,50117050,LES COQUETIERS,BUS,472043,Les Coquetiers,bus,473494,Les Coquetiers,72028,
SNCF,28,87113845,8711384,PR/0087-113845-00,199,LES COQUETIERS,BUS,BUS,50116673,LES COQUETIERS,BUS,472228,Les Coquetiers,bus,473494,Les Coquetiers,72028,
SNCF,53,87113852,8711385,PR/0087-113852-00,340,1TT,VOIE,TRAM-TRAIN,50116564,Les Pavillons-sous-Bois,TRAM,472503,Les Pavillons-sous-Bois,tram,46521,Les Pavillons-sous-Bois,73334,336
SNCF,53,87113852,8711385,PR/0087-113852-00,339,2TT,VOIE,TRAM-TRAIN,50117258,Les Pavillons-sous-Bois,TRAM,471878,Les Pavillons-sous-Bois,tram,46521,Les Pavillons-sous-Bois,73334,338
SNCF,53,87113852,8711385,PR/0087-113852-00,337,LES PAVILLONS SOUS BOIS,BUS,BUS,50118299,Les Pavillons-sous-Bois,BUS,470973,Les Pavillons-sous-Bois,bus,462930,Gare des Pavillons-sous-Bois,73334,
SNCF,53,87113852,8711385,PR/0087-113852-00,341,LES PAVILLONS SOUS BOIS,BUS,BUS,50117613,Les Pavillons-sous-Bois,BUS,471786,Les Pavillons-sous-Bois,bus,462930,Gare des Pavillons-sous-Bois,73334,
SNCF,310,87113860,8711386,PR/0087-113860-BV,2271,A,VOIE,TRAM-TRAIN,50116293,Gargan,TRAM,472857,Gargan,tram,43128,Gargan,73360,2274
SNCF,310,87113860,8711386,PR/0087-113860-BV,2273,B,VOIE,TRAM-TRAIN,50116635,Gargan,TRAM,472211,Gargan,tram,43128,Gargan,73360,2275
SNCF,310,87113860,8711386,PR/0087-113860-BV,2277,C,VOIE,TRAM-TRAIN,50117479,Gargan,TRAM,471825,Gargan,tram,43128,Gargan,73360,2275
SNCF,310,87113860,8711386,PR/0087-113860-BV,2272,GARGAN,BUS,BUS,50116517,Gargan,BUS,472719,Gargan,bus,462846,Gare de Gargan,73360,
SNCF,310,87113860,8711386,PR/0087-113860-BV,2276,GARGAN,BUS,BUS,50116575,Gargan,BUS,472513,Gargan,bus,462846,Gare de Gargan,73360,
SNCF,310,87113860,8711386,PR/0087-113860-BV,6147,Gargan  dépose,BUS,BUS,50116704,Gargan,BUS,480815,Gargan,bus,462846,Gare de Gargan,73360,
SNCF,310,87113860,8711386,PR/0087-113860-BV,6148,Gargan prise en charge,BUS,BUS,50116705,Gargan,BUS,480814,Gargan,bus,462846,Gare de Gargan,73360,
SNCF,361,87113878,8711387,PR/0087-113878-00,2576,1TT,VOIE,TRAM-TRAIN,50117583,Allée de la Tour-Rendez-vous,TRAM,471757,Allée de la Tour-Rendez-vous,tram,462929,Allée de la Tour-Rendez-vous,73312,2574
SNCF,361,87113878,8711387,PR/0087-113878-00,2571,2TT,VOIE,TRAM-TRAIN,50116659,Allée de la Tour-Rendez-vous,TRAM,472172,Allée de la Tour-Rendez-vous,tram,462929,Allée de la Tour-Rendez-vous,73312,2575
SNCF,361,87113878,8711387,PR/0087-113878-00,2572,ALLEE DE LA TOUR RENDEZ-VOUS,BUS,BUS,50117588,Allée de la Tour-Rendez-vous,BUS,471780,Allée de la Tour-Rendez-vous,bus,473029,Allée de la Tour-Rendez-vous (Bus travaux T4),73312,
